company_name,country,registration_number,industry,description,website,facility_count,source,extracted_at
Portugal Industrial Group 4703 SARL,Portugal,PO-803758,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company4703.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:00.913876
Portugal Industrial Group 4704 SA,Portugal,PO-991360,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company4704.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.913876
Portugal Industrial Group 4705 SA,Portugal,PO-415918,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company4705.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:00.913876
Portugal Industrial Group 4706 Company,Portugal,PO-544952,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company4706.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:00.913876
Portugal Industrial Group 4707 Ltd,Portugal,PO-966681,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company4707.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.913876
Portugal Industrial Group 4708 Ltd,Portugal,PO-732027,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company4708.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4709 SPA,Portugal,PO-810730,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company4709.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4710 LDA,Portugal,PO-184746,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company4710.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4711 LDA,Portugal,PO-913870,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company4711.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4712 SPA,Portugal,PO-382656,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company4712.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4713 LDA,Portugal,PO-626686,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company4713.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4714 Ltd,Portugal,PO-782475,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company4714.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4715 Company,Portugal,PO-196491,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company4715.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4716 SARL,Portugal,PO-909474,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company4716.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4717 LDA,Portugal,PO-680571,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company4717.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4718 Ltd,Portugal,PO-665616,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company4718.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4719 LDA,Portugal,PO-102791,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company4719.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4720 Ltd,Portugal,PO-880672,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company4720.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4721 SPA,Portugal,PO-922010,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company4721.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4722 Company,Portugal,PO-517660,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company4722.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4723 Company,Portugal,PO-776922,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company4723.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4724 SA,Portugal,PO-662027,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company4724.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4725 Ltd,Portugal,PO-728770,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company4725.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4726 SPA,Portugal,PO-548361,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company4726.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4727 LDA,Portugal,PO-676699,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company4727.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4728 Company,Portugal,PO-529885,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company4728.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4729 LDA,Portugal,PO-804161,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company4729.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4730 SARL,Portugal,PO-769027,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company4730.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4731 Company,Portugal,PO-181231,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company4731.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4732 Ltd,Portugal,PO-364898,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company4732.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4733 SPA,Portugal,PO-806656,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company4733.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4734 LDA,Portugal,PO-504088,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company4734.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4735 SA,Portugal,PO-727622,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company4735.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4736 SPA,Portugal,PO-341063,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company4736.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4737 SARL,Portugal,PO-628138,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company4737.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4738 SA,Portugal,PO-731916,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company4738.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4739 SPA,Portugal,PO-987262,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company4739.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4740 SARL,Portugal,PO-376491,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company4740.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4741 Ltd,Portugal,PO-125881,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company4741.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4742 SPA,Portugal,PO-709049,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company4742.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4743 Ltd,Portugal,PO-195903,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company4743.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4744 SPA,Portugal,PO-792802,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company4744.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4745 LDA,Portugal,PO-430532,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company4745.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4746 SA,Portugal,PO-716343,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company4746.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4747 Company,Portugal,PO-882133,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company4747.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4748 Company,Portugal,PO-175772,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company4748.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4749 SARL,Portugal,PO-594162,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company4749.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4750 SPA,Portugal,PO-741557,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company4750.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4751 Company,Portugal,PO-550935,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company4751.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:00.914854
Portugal Industrial Group 4752 SARL,Portugal,PO-845073,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company4752.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4753 SPA,Portugal,PO-627610,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company4753.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4754 SA,Portugal,PO-185812,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company4754.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4755 SA,Portugal,PO-743692,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company4755.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4756 SA,Portugal,PO-283934,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company4756.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4757 LDA,Portugal,PO-898203,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company4757.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4758 SA,Portugal,PO-445970,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company4758.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4759 SPA,Portugal,PO-172007,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company4759.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4760 LDA,Portugal,PO-471544,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company4760.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4761 SA,Portugal,PO-336784,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company4761.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4762 SA,Portugal,PO-289181,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company4762.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4763 SA,Portugal,PO-209787,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company4763.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4764 SARL,Portugal,PO-826920,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company4764.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4765 Ltd,Portugal,PO-829971,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company4765.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4766 Ltd,Portugal,PO-692346,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company4766.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4767 SARL,Portugal,PO-309861,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company4767.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4768 SARL,Portugal,PO-826880,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company4768.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4769 LDA,Portugal,PO-508549,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company4769.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4770 SARL,Portugal,PO-962748,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company4770.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4771 SA,Portugal,PO-681456,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company4771.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4772 Company,Portugal,PO-613745,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company4772.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4773 SPA,Portugal,PO-164969,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company4773.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4774 SA,Portugal,PO-946776,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company4774.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4775 SARL,Portugal,PO-571444,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company4775.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4776 SARL,Portugal,PO-224484,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company4776.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4777 SARL,Portugal,PO-844528,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company4777.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4778 Company,Portugal,PO-364669,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company4778.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4779 SPA,Portugal,PO-448008,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company4779.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4780 Company,Portugal,PO-370532,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company4780.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4781 SPA,Portugal,PO-431443,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company4781.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4782 Company,Portugal,PO-188626,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company4782.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4783 SARL,Portugal,PO-967208,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company4783.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4784 SARL,Portugal,PO-585014,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company4784.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4785 SA,Portugal,PO-298820,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company4785.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4786 Ltd,Portugal,PO-367279,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company4786.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4787 SA,Portugal,PO-801667,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company4787.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4788 LDA,Portugal,PO-313213,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company4788.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4789 LDA,Portugal,PO-259658,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company4789.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4790 SPA,Portugal,PO-466970,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company4790.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4791 Company,Portugal,PO-159983,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company4791.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4792 SA,Portugal,PO-172626,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company4792.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4793 Ltd,Portugal,PO-945142,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company4793.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4794 SPA,Portugal,PO-944419,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company4794.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4795 Ltd,Portugal,PO-892148,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company4795.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4796 SPA,Portugal,PO-786776,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company4796.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4797 LDA,Portugal,PO-630557,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company4797.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4798 LDA,Portugal,PO-133896,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company4798.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4799 SA,Portugal,PO-440464,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company4799.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4800 SA,Portugal,PO-640305,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company4800.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.915829
Portugal Industrial Group 4801 SPA,Portugal,PO-505663,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company4801.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4802 SARL,Portugal,PO-448316,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company4802.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4803 SARL,Portugal,PO-695850,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company4803.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4804 SA,Portugal,PO-201960,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company4804.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4805 Company,Portugal,PO-213660,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company4805.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4806 SPA,Portugal,PO-390327,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company4806.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4807 LDA,Portugal,PO-791760,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company4807.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4808 Company,Portugal,PO-443606,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company4808.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4809 SARL,Portugal,PO-127559,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company4809.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4810 SARL,Portugal,PO-379916,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company4810.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4811 SA,Portugal,PO-807235,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company4811.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4812 Company,Portugal,PO-767785,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company4812.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4813 SPA,Portugal,PO-391388,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company4813.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4814 LDA,Portugal,PO-945614,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company4814.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4815 SPA,Portugal,PO-877736,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company4815.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4816 Ltd,Portugal,PO-813156,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company4816.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4817 LDA,Portugal,PO-357911,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company4817.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4818 Ltd,Portugal,PO-612331,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company4818.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4819 LDA,Portugal,PO-496735,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company4819.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4820 SPA,Portugal,PO-888983,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company4820.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4821 Company,Portugal,PO-272176,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company4821.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4822 SA,Portugal,PO-868652,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company4822.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4823 SA,Portugal,PO-345797,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company4823.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4824 SA,Portugal,PO-371423,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company4824.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4825 LDA,Portugal,PO-174370,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company4825.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4826 Company,Portugal,PO-777756,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company4826.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4827 SPA,Portugal,PO-188789,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company4827.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4828 LDA,Portugal,PO-800839,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company4828.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4829 SPA,Portugal,PO-638662,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company4829.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4830 SA,Portugal,PO-240245,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company4830.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4831 Company,Portugal,PO-387170,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company4831.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4832 SARL,Portugal,PO-457281,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company4832.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
Portugal Industrial Group 4833 SA,Portugal,PO-772317,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company4833.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:00.916805
